common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size,label,_key,length
Oki Salamander,CR,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,133.0,73.0,73.0,0,0.0,0.0,0.0,0.0,0,13.5,0,0.0,0,0,0,0,250.0,semiqauatic,Semiaquatic,5.0,4.0,0.0,56.0,0.0,96,0.0,Hynobius_okiensis,364,7.05935700000002
Dwarf Siren,LC,decreasing,unknown,False,Sirenoidea,Sirenidae,unknown,Pseudobranchus,unknown,1.4,220.0,84.0,84.0,13,0.0,0.0,0.0,0.0,0,36,0,0.0,0,1,0,0,3130.0,Aquatic,Aquatic,0.0,3.0,46.79333333,48.0,6.0,11,3.0,Pseudobranchus_striatus,365,19.4358490000001
Amji Hynobiid,CR,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,166.0,86.5,84.5,21.2,0.0,0.0,26.0,29.5,0,13,0,0.0,0,0,P,P,1300.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,19.0,77,0.0,Hynobius_amjiensis,366,9.17870300000005
Clouded Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.39,121.18,68.32,68.32,12.9,7.34,6.5,16.7,19.48,0,16.5,0,1.0,4,1,7,7,1525.0,Terrestrial,Terrestrial,5.0,4.0,42.5,28.0,10.0,17,5.0,Aneides_ferreus,367,7.82877000000008
Ocoee Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.83,110.0,49.8,44.0,0,0.0,0.0,0.0,0.0,0,14,0,0.0,0,0,0,0,1560.0,Terrestrial-Aquatic,Terrestrial-Aquatic,0.0,0.0,0.0,0.0,0.0,28,3.0,Desmognathus_ocoee,368,14.3538240000001
Grotto Salamander,LC,unknown,Eurycea_spelaeus; Typhlotriton_spelaeus,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.1,135.0,42.38,42.38,10,4.16,4.41,8.95,9.18,0,17,0,0.0,0,0,0,0,250.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,6.0,13,0.0,Eurycea_spelaea,369,25.7332570000001
Black Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.17,152.0,65.3,65.3,13.32,6.88,6.6,13.4,15.12,0,14-16,0,1.0,4,1,5,5,1700.0,Terrestrial,Terrestrial,5.0,4.0,44.76666667,28.0,11.0,25,6.4,Aneides_flavipunctatus,370,18.9876360000001
Japanese Clawed Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Onychodactylus,unknown,0.84,140.5,64.5,64.5,10.1,7.8,7.0,16.35,19.55,17.5,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Onychodactylus_japonicus,371,17.5276220000001
Taliang Knobby Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,0.93,230.0,98.5,111.0,22.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,3000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,20.8,280,2.2,Tylototriton_taliangensis,372,8.79590600000003
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.86,130.0,60.0,60.0,9.54,6.4,6.28,12.06,12.04,0,0,0,0.0,0,0,0,0,2900.0,0,0,5.0,4.0,65.21,26.0,0.0,0,0.0,Bolitoglossa_subpalmata,373,5.85128600000005
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,0.0,58.0,58.0,5.89,4.71,4.3,7.84,7.69,0,0,0,0.0,0,0,0,0,2070.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_carri,374,10.5827590000001
Marbled Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.2,127.0,65.56,65.56,12.61,8.57,9.34,14.84,18.74,0,11.5,0,0.0,0,0,P,P,700.0,terrestrial,Terrestrial,5.0,4.0,30.69166667,28.0,0.0,200,2.7,Ambystoma_opacum,375,21.9123230000001
White-spotted Slimy Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.04,172.0,88.0,88.0,13.15,8.01,8.02,16.65,20.03,0,16,0,0.0,0,0,P,P,1676.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Plethodon_cylindraceus,376,1.85424100000002
Lanza's Alpine Salamander,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.2,160.0,95.0,95.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2600.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,vivi,0.0,Salamandra_lanzai,377,5.46236800000008
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,0.0,59.7,53.9,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2500.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_tica,378,5.85128600000005
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nototriton,unknown,0.87,86.0,38.0,38.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1980.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nototriton_limnospectator,379,14.9756510000001
San Simeon Slender Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.769,120.0,48.0,48.0,0,0.0,0.0,0.0,0.0,0,19,0,1.0,0,0,0,0,1000.0,0,0,0.0,0.0,30.62,0.0,0.0,0,0.0,Batrachoseps_incognitus,380,5.63912800000011
Gensan Salamander,LC,decreasing,Hynobius_manchuricus; Hynobius_mantchuricus,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,110.0,60.0,62.0,14.5,5.675,7.075,10.725,13.0,16,12,0,0.0,0,0,31-36,31-36,850.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,10.0,125,0.0,Hynobius_leechii,381,5.89380800000002
Dunn's Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,1.03,154.0,61.54,61.54,10.26,6.46,5.7,12.26,15.24,0,15.5,0,0.0,0,0,8,13,1000.0,Terrestrial,Terrestrial,5.0,4.0,41.4,28.0,0.0,18,5.5,Plethodon_dunni,382,15.0411270000001
unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.4,164.8,46.8,46.8,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_kasios,383,15.8555280000001
Blue Ridge Dusky Salamander,LC,stable,Desmognathus_ochrophaeus,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.02,110.0,35.0,35.0,8.6,0.0,5.7,7.4,11.2,0,14.5,0,1.0,0,1,0,7,1701.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,6.6,16,0.0,Desmognathus_orestes,384,7.88428000000011
unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.6,120.0,45.0,45.0,4.23,2.9,3.5,5.85,6.97,0,19.5,0,0.0,0,0,0,0,800.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_complex,385,13.2955470000001
unknown,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,pachymandra,1.8,178.33,70.0,114.8,17.47,11.3,15.1,21.3,22.5,0,13,0,1.0,0,0,0,0,1370.0,0,0,5.0,4.0,59.4,26.0,0.0,0,0.0,Bolitoglossa_dofleini,386,20.5563970000001
North African Fire Salamander,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.3,230.0,200.0,200.0,25.5,0.0,0.0,34.3,41.2,0,0,0,0.0,0,0,0,0,2450.0,troglodytic-terrestrial,Terrestrial,5.0,4.0,0.0,0.0,18.1,vivi,0.0,Salamandra_algira,387,6.52406500000005
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.06,131.0,51.8,51.8,8.18,6.12,7.28,12.02,13.34,0,0,0,0.0,0,0,0,0,2525.0,0,0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,Pseudoeurycea_exspectata,388,8.058696
Spotted Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,0.7,250.0,103.0,103.0,15.911,9.488999999999999,10.433,18.467,21.344,0,12,0,0.0,0,0,0,0,700.0,semiaquatic,Semiaquatic,5.0,4.0,33.02571429,28.0,0.0,250,3.0,Ambystoma_maculatum,389,14.3348100000001
Limestone Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.54,110.0,64.0,64.0,0,0.0,0.0,16.7,17.9,0,13,0,1.0,0,1,P,P,760.0,Terrestrial,Terrestrial,0.0,0.0,0.0,0.0,0.0,0,4.6,Hydromantes_brunus,390,4.44653700000005
Muscular Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.11,170.02,84.8,89.4,19.3,3.4,0.0,19.4,20.9,0,0,Subterminal,0.0,6,23-24,11-12,11-12,2900.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.3,0,0.0,Pseudoeurycea_papenfussi,391,6.25600000000002
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.44,165.0,53.0,53.0,5.46,3.51,4.13,5.13,5.96,0,19.5,0,0.0,0,0,0,0,1253.0,0,0,0.0,0.0,40.9,26.0,0.0,0,0.0,Oedipina_pseudouniformis,392,4.05756400000008
Palmate Newt,LC,stable,Triturus_helveticus,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.3,95.0,40.4,40.4,9.45,6.125,6.325,14.0,13.65,0,0,0,0.0,0,0,0,0,2200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.74,24.0,0.0,440,1.8,Lissotriton_helveticus,393,25.1161080000001
Rich Mountain Salamander,NT,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,0.98,112.4,57.3,57.3,11.4,6.9,5.45,13.3,16.05,0,16,0,0.0,0,0,13,13,869.0,Terrestrial,Terrestrial,5.0,4.0,33.7,28.0,9.0,23,3.0,Plethodon_ouachitae,394,8.07129800000005
Wandering Salamander,NT,decreasing,Aneides_ferreus,False,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,unknown,1.28,121.18,68.32,68.32,12.9,7.34,6.5,16.7,19.48,0,14-16,0,1.0,4,1,7,7,1700.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0,Aneides_vagrans,395,7.82877000000008
Caddo Mountain Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.12,110.0,52.0,52.0,8.2,5.0,3.6,9.2,10.9,0,16,0,0.0,0,0,0,0,655.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,11,0.0,Plethodon_caddoensis,396,9.40128300000002
Brown Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.0,104.2,52.07,52.07,8.47,6.33,6.27,12.93,14.7,0,13,0,1.0,25,25,0,0,2800.0,0,0,0.0,0.0,42.1,26.0,0.0,0,0.0,Pseudoeurycea_brunnata,397,10.3193
Many-ribbed Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.66,105.0,42.0,42.0,10,3.82,3.28,6.19,7.47,0,19.5,0,0.0,0,0,10,10,763.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,6.0,21,6.0,Eurycea_multiplicata,398,21.8513080000001
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.3,109.74,62.0,62.0,6.83,4.57,4.63,9.27,9.07,0,0,0,1.0,0,0,0,0,1550.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_decora,399,16.5181660000001
unknown,DD,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,0.0,0.0,89.0,93.5,24.15,0.0,0.0,0.0,0.0,0,11,0,0.0,0,0,P,P,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pseudohynobius_kuankuoshuiensis,400,9.11303200000008
Cumberland Plateau Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.24,168.0,75.0,75.0,11.7,6.97,5.95,14.9,17.9,0,15,0,0.0,0,0,4,15,1265.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.4,12,0.0,Plethodon_kentucki,401,12.462425
Anderson's Crocodile Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Echinotriton,unknown,1.02,162.1,82.5,82.5,18.45,11.95,17.3,24.85,26.15,0,0,0,0.0,0,0,0,0,200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,3.2,Echinotriton_andersoni,402,12.7823470000001
Cope's Giant Salamander,LC,stable,unknown,False,Salamandroidea,Dicamptodontidae,unknown,Dicamptodon,unknown,1.1,137.05,83.25,83.25,14.1,8.85,11.4,19.1,20.8,0,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Dicamptodon_copei,403,2.24574100000008
Channel Islands Slender Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.78,130.0,70.0,70.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,430.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Batrachoseps_pacificus,404,4.14922800000011
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.0,142.0,65.0,72.0,0,0.0,0.0,0.0,0.0,0,13,0,1.0,1,0,27.5,27.5,3000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_sooyorum,405,9.53787300000005
Wenxian Knobby Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.09,141.0,73.6,73.6,16.8,0.0,0.0,22.6,22.8,0,0,0,0.0,0,0,0,0,2500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,16.9,0,0.0,Tylototriton_wenxianensis,406,15.2007510000001
Taiwan Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,100.0,61.7,56.7,13.6,0.0,0.0,13.8,15.6,0,11.5,0,0.0,0,0,P,P,2900.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,9.2,15,4.25,Hynobius_formosanus,407,5.31504700000005
Alabama Waterdog,EN,decreasing,unknown,False,Salamandroidea,Proteidae,unknown,Necturus,unknown,1.4,248.0,131.925,131.925,27.125,11.175,13.475,16.625,19.225,0,0,0,0.0,0,0,0,0,150.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Necturus_alabamensis,408,1.52276300000008
Taiwan Lesser Salamander,unknown,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.6,88.8,53.4,54.8,13.5,0.0,0.0,11.3,13.2,0,11.5,0,0.0,0,0,P,P,1720.0,semiaquatic,Semiaquatic,4.0,4.0,0.0,0.0,9.2,0,0.0,Hynobius_fuca,409,11.862665
unknown,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.01,140.0,64.5,62.5,16.5,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1110.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,12.0,ovovip,0.0,Lyciasalamandra_helverseni,410,15.9241270000001
Oaxacan false brook salamander,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.3,172.45,94.56,94.56,14.04,10.09,11.9,19.69,21.8,0,0,0,0.0,0,0,0,0,0.0,Terrestrial ,Terrestrial,0.0,0.0,0.0,0.0,0.0,0,0.0,Pseudoeurycea_boneti,411,10.338264
Shovelnose Salamander,LC,stable,Leurognathus_marmorata,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.08,150.0,73.0,78.0,13.6,9.95,10.15,14.9,19.45,0,14,0,1.0,0,0,0,0,1219.0,Aquatic,Aquatic,5.0,4.0,16.57,28.0,11.0,28,4.0,Desmognathus_marmoratus,412,14.9233750000001
Barton Springs Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.4,63.0,36.5,36.5,5,2.55,2.25,5.4,5.8,16.5,14.5,0,0.0,0,0,0,0,150.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,4.9,29,0.0,Eurycea_sosorum,413,1.42042300000005
Oregon Slender Salamander,VU,decreasing,Batrachoseps_wrightorum,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.41,120.0,61.0,61.0,7.7,4.5,3.2,8.0,8.7,0,16.5,0,0.0,0,0,0,0,1430.0,0,0,4.0,4.0,0.0,0.0,0.0,0,0.0,Batrachoseps_wrighti,414,11.6465410000001
Mustache Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.4,99.0,55.0,55.0,10.7,6.8,8.1,15.6,18.0,0,14,0,1.0,27,6,51,60,2050.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.4,0,0.0,Pseudoeurycea_mystax,415,15.371049
unknown,EN,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.0,137.0,65.0,68.0,18,0.0,0.0,24.0,25.0,0,0,0,0.0,0,0,0,0,1000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,14.0,ovovip,0.0,Lyciasalamandra_fazilae,416,14.8251310000001
Leaping false brook salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.01,83.78,45.0,48.0,7.81,5.27,4.68,11.67,12.89,14,13,0,0.0,60,5,28,28,2050.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,6.0,0,0.0,Pseudoeurycea_saltator,417,0.412166000000054
Tamaulipan false brook salamander),VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.9840000000000001,90.67,71.0,71.0,7.7,6.0,6.67,13.4,14.03,15,13,0,1.0,55,55,20.5,20.5,1800.0,Troglodytic,Aquatic,5.0,4.0,0.0,0.0,11.0,0,0.0,Pseudoeurycea_scandens,418,16.4049710000001
Southern Spectacled Salamander,LC,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrininae,Salamandrina,unknown,0.75,97.6,30.0,30.0,7.64,5.11,3.5,10.13,10.68,0,0,0,0.0,0,0,0,0,1500.0,Terrestrial,Terrestrial,4.0,4.0,20.6,24.0,0.0,vivi,0.0,Salamandrina_terdigitata,419,10.5831870000001
Pacific Giant Salamander,LC,stable,unknown,False,Salamandroidea,Dicamptodontidae,unknown,Dicamptodon,unknown,0.75,154.8,91.6,91.6,22.4,15.0,14.9,24.9,31.7,0,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Dicamptodon_tenebrosus,420,6.13521700000011
Southern Giant Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.02,243.6,125.0,128.1,26.9,7.1,21.8,24.9,27.6,0,13,0,0.0,72-112,2-13,46-78,46-78,750.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,22.4,0,0.0,Pseudoeurycea_maxima,421,10.338264
Blackbelly Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.27,210.0,120.0,120.0,15.84,8.89,9.51,12.4,16.81,0,14,0,1.0,0,0,P,P,1650.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,17.18666667,0.0,16.0,56,6.0,Desmognathus_quadramaculatus,422,14.9233750000001
Eastern Newt,LC,stable,Triturus_viridescens,False,Salamandroidea,Salmandridae,Pleurodelinae,Notophthalmus,unknown,1.02,140.0,54.18,54.18,12.47,7.27,8.39,17.43,17.96,0,0,0,0.0,0,0,1,1,1000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,37.73909091,22.0,7.0,375,1.5,Notophthalmus_viridescens,423,12.8782910000001
Southern Two-lined Salamander,LC,stable,Eurycea_bislineata_cirrigera,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.72,160.01,41.61,41.61,9,9.15,3.98,18.5,11.23,0,13.5,0,0.0,0,1,10,10,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.0,0.0,6.0,110,0.0,Eurycea_cirrigera,424,9.05319100000005
unknown,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.67,98.0,39.0,39.0,3.84,2.58,2.78,4.54,4.96,0,17.5,0,0.0,1,1,15.8,11.7,1400.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_savagei,425,11.7718360000001
Kaiser Newt,CR,decreasing,Neurergus_crocatus_ssp._kaiseri; Neurergus_crocatus_kaiseri,False,Salamandroidea,Salmandridae,Pleurodelinae,Neurergus,unknown,1.1,131.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,37.98,0.0,0.0,0,2.0,Neurergus_kaiseri,426,7.71853200000005
unknown,NT,decreasing,Salamandra_variegata,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,0.35,220.0,79.73,79.73,14,8.53,8.93,16.63,18.2,0,0,0,1.0,0,0,0,0,1100.0,0,0,5.0,4.0,67.0,26.0,0.0,0,0.0,Bolitoglossa_platydactyla,427,16.3426300000001
unknown,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.0,143.0,74.0,74.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,2710.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_compacta,428,11.870484
unknown,LC,decreasing,Spelerpes_yucatanicus,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,0.74,129.0,55.0,55.0,8,6.08,6.0,10.35,11.35,0,0,0,1.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_yucatana,429,7.72394200000005
Big-Footed Thorius,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.76,58.55,26.9,24.4,4.14,1.4,2.0,4.5,5.1,14,0,0,0.0,0,1,6.7,6.7,2800.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Thorius_magnipes,430,4.61317500000011
Royal false brook salamander,CR,decreasing,Oedipus_rex,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.934,99.0,46.88,46.88,7.37,5.28,5.59,9.78,10.84,0,13,0,1.0,0,0,9,9,4000.0,Terrestrial,Terrestrial,5.0,4.0,36.9,26.0,5.25,0,0.0,Pseudoeurycea_rex,431,5.918104
Mississippi Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.01,133.22,67.52,67.52,11.59,6.85,6.68,13.6,16.53,0,16,0,0.0,0,0,21,21,177.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0,Plethodon_mississippi,432,4.26842300000005
Oklahoma Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.4,105.0,33.25,33.25,5.42,3.08,2.48,4.65,5.08,0,19.5,0,0.0,0,0,0,0,200.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,12,2.0,Eurycea_tynerensis,433,21.8513080000001
Patch-nosed salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Urspelerpes,unknown,1.03,49.0,25.7,25.7,4.5,0.9,3.0,5.3,5.8,15.5,15,0,0.0,0,1,1,1,350.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,2.3,14,2.0,Urspelerpes_brucei,434,47.4687530000001
Northern Zigzag Salamander,LC,stable,Plethodon_cinereus_dorsalis,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.12,110.0,40.93,40.93,6.7,3.77,3.32,7.33,8.9,0,18,0,1.0,0,0,11,11,762.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,5.5,10,4.0,Plethodon_dorsalis,435,6.78142100000011
unknown,CR,decreasing,Batrachuperus_mustersi,False,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.63,190.0,73.267,73.267,16.967,8.732999999999999,10.667,17.933,20.4,17.5,12.5,0,0.0,0,0,0,0,3750.0,0,0,4.0,4.0,21.65,62.0,0.0,0,0.0,Paradactylodon_mustersi,436,15.0713340000001
Shasta Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.34,110.0,63.0,63.0,11.4,3.4,0.0,18.8,20.8,0,0,0,1.0,0,1,P,P,900.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,11.0,9,0.0,Hydromantes_shastae,437,7.49307700000005
