height_estimate,height_lowerCI95,height_upperCI95,scale_estimate,scale_lowerCI95,scale_upperCI95,shuf_estimate,shuf_lowerCI95,shuf_upperCI95,x4_estimate,x4_lowerCI95,x4_upperCI95,x5_estimate,x5_lowerCI95,x5_upperCI95,x6_estimate,x6_lowerCI95,x6_upperCI95,x7_estimate,x7_lowerCI95,x7_upperCI95,label,_key,length
0.667042898529704,-1.20371190010871,2.53779769716812,8.89701925654499,-4.38506984691084,22.1791083600008,0.901259823035033,-4.69241153553845,6.49493118160851,0.212814221370324,-1.82506465015708,2.25069309289772,79.4616720220486,34.3477949912878,124.575549052809,5.84936931802686,1.05604495706159,10.6426936789921,119.372609239792,86.8481699517614,151.897048527823,node 186,0,81.837337
0.567771701177901,-1.08411977376115,2.21966317611695,11.83153124363,0.103340154477836,23.5597223327821,0.665594806586337,-4.27366181729805,5.60485143047073,0.631939564339889,-1.16752380589156,2.43140293457134,85.4515927424573,45.6156778899054,125.287507595009,5.33895021590629,1.10640640297089,9.57149402884169,124.892366339965,96.1730258757976,153.611706804131,node 165,1,22.159165
1.15817891674855,-1.2637455096474,3.58010334314449,8.78591153341823,-8.40940238834215,25.9812254551786,4.42792506808961,-2.81377721508546,11.6696273512647,0.0969216296898691,-2.5413656651393,2.73520892451904,67.7376423129518,9.33212555054821,126.143159075355,4.17844040321731,-2.02711329195961,10.3839940983942,101.845300997118,59.7383749457484,143.952227048489,node 213,2,13.765769
0.76545407483087,-3.64972168659696,5.1806298362587,10.712126040015,-20.6349847162342,42.0592367962642,0.95549306553096,-12.2461527181612,14.1571388492232,0.329817409802067,-4.47978853366118,5.13942335326531,75.9258246254655,-30.547614071698,182.399263322629,6.44033944186881,-4.87240424351356,17.7530831272512,110.400315849268,33.6392587064179,187.161372992118,node 136,3,3.826936
1.19240474248407,-1.14057359780182,3.52538308276995,9.25981965216427,-7.30398989394128,25.8236291982698,3.65838924843631,-3.31735879279687,10.6341372896695,0.150897189743972,-2.39049801119845,2.6922923906864,68.2031630399759,11.9426108630204,124.463715216931,4.19615338059484,-1.78149901951435,10.173805780704,100.670504955151,60.1099716109919,141.23103829931,node 215,4,0.3073
1.04940954044995,-7.90387266615484,10.0026917470547,10.9139474993086,-52.6530641277965,74.4809591264137,0.887409440214896,-25.8834523962811,27.6582712767109,-0.341164869081285,-10.0942894650689,9.41195972690631,84.3505847891338,-131.560807117732,300.261976696,4.94645280090763,-17.9940125891858,27.8869181910011,113.681658596956,-41.9776954612382,269.34101265515,node 201,5,19.200704
1.43250412025828,-7.52992775077721,10.3949359912938,11.9853662616,-51.6466066625835,75.6173391857835,0.855039005092979,-25.9431808881103,27.6532588982962,-0.234247338300761,-9.99733898493469,9.52884430833317,94.032399950428,-122.099639171294,310.16443907215,4.30684216518818,-18.6570668688517,27.270751199228,113.973070130833,-41.8453575298983,269.791497791564,node 127,6,48.48527
0.737970197915547,-0.872500122089127,2.34844051792022,8.28182690221309,-3.15227996435311,19.7159337687793,0.831031143109419,-3.98437369209368,5.64643597831252,0.23664109369346,-1.5177007584553,1.99098294584222,72.8268262817778,33.9897964202155,111.66385614334,5.33109626078551,1.20468342297885,9.45750909859216,120.475841528919,92.4766381131153,148.475044944722,node 189,7,0.24158
0.637891414806838,-1.25539757758058,2.53118040719426,8.9778678434694,-4.46421078371594,22.4199464706547,0.917896671072343,-4.74315330614967,6.57894664829435,0.194339249136235,-1.86808691066295,2.25676540893542,79.6564110419894,33.9991143997861,125.313707684193,5.96337595391241,1.11231356125509,10.8144383465697,120.193329980891,87.2771172669536,153.109542694829,node 191,8,0.146863
29.3973177452655,14.6020166218815,44.1926188686495,9.03569402350217,-96.0088088564447,114.080196903449,0.734234037298931,-43.5046219557892,44.9730900303871,-0.230689965764407,-16.3477308410169,15.886350909488,122.497932502631,-234.295697533349,479.29156253861,3.72481708049053,-34.1843078107835,41.6339419717645,121.784155789695,-135.442966378252,379.011277957643,node 224,9,198.22727
