Body_height_estimate,Body_height_lowerCI95,Body_height_upperCI95,Body_width_estimate,Body_width_lowerCI95,Body_width_upperCI95,Carpus_estimate,Carpus_lowerCI95,Carpus_upperCI95,Clade_Anolis,Clade_Dactyloa,Clade_Norops,Close_estimate,Close_lowerCI95,Close_upperCI95,Femur_estimate,Femur_lowerCI95,Femur_upperCI95,Forelimb_length_estimate,Forelimb_length_lowerCI95,Forelimb_length_upperCI95,Group_I1,Group_I2,Group_M1,Group_M2a,Group_M2b,Head_depth_estimate,Head_depth_lowerCI95,Head_depth_upperCI95,Head_length_estimate,Head_length_lowerCI95,Head_length_upperCI95,Head_width_estimate,Head_width_lowerCI95,Head_width_upperCI95,Hind_limb_length_estimate,Hind_limb_length_lowerCI95,Hind_limb_length_upperCI95,Humerus_estimate,Humerus_lowerCI95,Humerus_upperCI95,Interlimb_estimate,Interlimb_lowerCI95,Interlimb_upperCI95,Longest_toe_estimate,Longest_toe_lowerCI95,Longest_toe_upperCI95,Lower_jaw_length_estimate,Lower_jaw_length_lowerCI95,Lower_jaw_length_upperCI95,Ltoe_estimate,Ltoe_lowerCI95,Ltoe_upperCI95,Nmorpho_estimate,Nmorpho_lowerCI95,Nmorpho_upperCI95,Open_estimate,Open_lowerCI95,Open_upperCI95,Outlever_estimate,Outlever_lowerCI95,Outlever_upperCI95,Radius_estimate,Radius_lowerCI95,Radius_upperCI95,SVL_estimate,SVL_lowerCI95,SVL_upperCI95,Snout_estimate,Snout_lowerCI95,Snout_upperCI95,Tail_estimate,Tail_lowerCI95,Tail_upperCI95,Tarsus_estimate,Tarsus_lowerCI95,Tarsus_upperCI95,Tibia_estimate,Tibia_lowerCI95,Tibia_upperCI95,island/mainland_I,island/mainland_M,label,_key,length
7.55977417871055,4.73771073399298,10.3818376234281,8.6049576933425,5.91431265478792,11.2956027318971,2.87971116689761,1.95357271470112,3.80584961909409,9.26159395384245e-08,9.2615939534323e-08,0.999999814768121,2.42082675568322,1.60612326989104,3.23553024147541,12.1695529054341,8.06147861676651,16.2776271941016,24.1853692129095,16.2553193127123,32.1154191131068,0.2,0.2,0.2,0.2,0.2,7.19842040363903,5.00027467025863,9.39656613701943,15.5196318881654,10.8700450490319,20.1692187272989,9.13031197429021,6.54067619309973,11.7199477554807,39.7714697379112,26.9193514159271,52.6235880598952,9.51360121134244,6.25929963616511,12.7679027865198,24.0968983110243,16.7956273530206,31.3981692690281,4.32101965211703,2.71205732252279,5.92998198171128,15.8703158715342,11.236757558779,20.5038741842893,7.97879762205491,5.36508357324847,10.5925116708613,4.04220234507489,-9.08597251233022,17.17037720248,1.35629880410198,0.871840868529289,1.84075673967467,14.5178752194029,10.2769721261223,18.7587783126834,7.47577676389677,4.9175097581305,10.034043769663,52.4068025251549,36.8096951739436,68.0039098763661,12.0972169980282,8.60786840939299,15.5865655866634,108.513953696316,74.5203260941537,142.507581298478,7.45108629175525,4.97318959064131,9.9289829928692,12.1772433918283,8.18775012935338,16.1667366543033,1.1696638731784e-06,0.999998830336127,node 221,0,14.285880119
19.3972174908805,17.3951593526212,21.3992756291397,16.7468431853838,14.8380172847158,18.6556690860518,5.55620142904556,4.89917047928235,6.21323237880878,0.999999967535507,1.62322473104433e-08,1.62322458629644e-08,6.13175457829064,5.55377900263462,6.70973015394667,19.8440267970227,16.9296332253276,22.7584203687178,47.3240255698092,41.6982055801098,52.9498455595087,0.199999999998603,0.200000000005589,0.199999999998603,0.199999999998603,0.199999999998603,16.2251587751228,14.6657269477371,17.7845906025084,42.8150536009397,39.5164944603736,46.1136127415058,19.8263445556913,17.9891777122014,21.6635113991811,60.6388913909895,51.5212054904251,69.7565772915538,19.4575212955033,17.1488202047714,21.7662223862351,52.7286763168807,47.5489313439357,57.9084212898257,7.34531524413996,6.20386814728379,8.48676234099612,37.1728761778308,33.8856881642109,40.4600641914507,11.4889298266376,9.63468112351558,13.3431785297596,2.50827313910621,-6.80525571261289,11.8218019908253,2.85119892101028,2.50750964131916,3.19488820070139,34.3167277750028,31.3081013859101,37.3253541640956,14.9603088330548,13.1453959584623,16.7752217076472,112.799051684709,101.73398659404,123.864116775377,28.1900753931696,25.7146247606982,30.6655260256411,126.844254701944,102.728135371865,150.960374032024,11.4194304045534,9.6615346827131,13.1773261263938,17.884782689072,15.0545141249052,20.7150512532389,0.999999792582835,2.07417165454987e-07,node 254,1,16.432226623
7.62274124541386,4.94851110793619,10.2969713828915,8.80673977723509,6.25704371536021,11.35643583911,3.60265868107471,2.72503583209987,4.48028153004954,4.86628943967778e-08,0.999999902674211,4.86628943953766e-08,2.41989674913973,1.64787136505712,3.19192213322235,13.324381553444,9.43150802846504,17.217255078423,29.8634689235588,22.3488333208387,37.3781045262788,0.2,0.2,0.2,0.2,0.2,6.5672096230282,4.48421337509581,8.65020587096058,16.2477240728888,11.841705039084,20.6537431066936,8.29578562512878,5.84180746807738,10.7497637821802,46.1173768447312,33.938514526305,58.2962391631573,11.2201111113828,8.13628556342416,14.3039366593415,29.1037418017617,22.1849466647026,36.0225369388208,5.69930067654265,4.17462356132002,7.22397779176528,16.2348434646978,11.8440133056791,20.6256736237165,10.448651599304,7.97185651053644,12.9254466880716,6.08945496736159,-6.35100271244902,18.5299126471722,1.19095686821224,0.731877178110391,1.65003655831409,15.0442631855804,11.0255190700285,19.0630073011324,9.34480964105411,6.92055701153194,11.7690622705763,59.2080790660021,44.428023495615,73.9881346363892,12.623996791341,9.31743712721996,15.930556455462,121.030612995029,88.81773571686,153.243490273199,8.66800212790909,6.31990961847984,11.0160946373383,13.6807542934254,9.90024994801646,17.4612586388344,6.15323494739314e-07,0.999999384676505,node 287,2,6.723464096
9.16824243680274,6.85316777266176,11.4833171009437,9.52609991453173,7.31883410319284,11.7333657258706,3.00399314892757,2.24423713770813,3.76374916014702,1.91053578193026e-08,0.999999961789284,1.9105357819142e-08,2.79067583907082,2.122335301839,3.45901637630265,9.98526293736888,6.61521159358873,13.355314281149,24.556455340963,18.0510531879091,31.0618574940169,0.2,0.2,0.2,0.2,0.2,7.77937585925646,5.97613096589162,9.58262075262131,18.4229596099593,14.6086794207063,22.2372397992123,8.85879284546029,6.73438979647532,10.9831958944453,32.2179362522324,21.6747241343542,42.7611483701106,9.31921734765412,6.64955691168149,11.9888777836268,29.1166714648402,23.12708698454,35.1062559451404,4.77567978553756,3.45577043630829,6.09558913476683,18.0651656651015,14.2640344485944,21.8662968816085,7.04423782256396,4.90008221010689,9.18839343502104,4.92952889746927,-5.84014570204453,15.6992034969831,1.29463187251482,0.897207677610289,1.69205606741934,16.7705680501273,13.2915508357169,20.2495852645378,7.45778861134507,5.359118880782,9.55645834190814,60.1348910627227,47.3398321386346,72.9299499868107,13.9788881177553,11.1164072876286,16.841368947882,87.3607169614472,59.4741057829074,115.247328139987,5.59002982959084,3.55729173369679,7.6227679254849,9.5981374098625,6.32536379734678,12.8709110223782,2.43361856789954e-07,0.999999756638143,node 279,3,8.074351585
8.19955481754421,6.03711040453689,10.3619992305515,8.53427507835673,6.47253180256354,10.5960183541499,3.07612364460665,2.36645748689772,3.78578980231557,0.0092496624026664,1.05521792366915e-05,0.990739785418097,2.81195255987797,2.1876749574709,3.43623016228503,14.0920514040989,10.9441837293389,17.2399190788588,28.0770145305604,22.0005061750698,34.1535228860509,0.2,0.2,0.2,0.2,0.2,7.51171060115016,5.82735160170179,9.19606960059853,17.5815081981512,14.0186991826782,21.1443172136242,9.4061459465196,7.42180238498793,11.3904895080513,45.4224704765228,35.5743603949775,55.270580558068,10.8279893030551,8.33433655663808,13.3216420494722,27.8325120343668,22.237814076551,33.4272099921825,5.30076461940259,4.06787539896959,6.53365383983559,17.6934985326943,14.1429715930834,21.2440254723053,9.37750820371982,7.37471434285896,11.3803020645807,18.3151844813001,8.25554233309887,28.3748266295013,1.45183948838426,1.08061702062679,1.82306195614174,16.2428427057724,12.9931931568454,19.4924922546995,8.88127053155967,6.92096371990545,10.8415773432139,59.8656002314197,47.9141050537209,71.8170954091185,13.4326519135828,10.7588912032582,16.1064126239074,106.02407960438,79.9760011234572,132.072158085303,8.02145077388251,6.12272879888121,9.92017274888381,13.8946311808431,10.8376278266776,16.9516345350085,0.999262656993009,0.000737343006990714,node 153,4,3.887841082
9.98854312068259,7.83060742833158,12.1464788130336,10.8557990729409,8.79835455481269,12.913243591069,3.1062114047778,2.39802490890207,3.81439790065352,2.68362860451598e-09,2.68362791019481e-09,0.999999994632743,3.62155138854043,2.9985754118789,4.24452736520197,17.0318865439304,13.8905822082894,20.1731908795714,35.4103155997518,29.346476831778,41.4741543677257,0.2,0.2,0.2,0.2,0.2,9.10979971244756,7.42895262024998,10.7906468046452,21.857971527383,18.3025910083402,25.4133520464258,11.7158950236475,9.73568884051563,13.6961012067794,54.1409279547983,44.3133512923242,63.9685046172724,12.8483393718107,10.3598859191095,15.3367928245119,34.4348644208076,28.8518314704697,40.0178973711455,7.91217571929624,6.68185708660259,9.14249435198988,22.0741825710017,18.5310585195561,25.6173066224472,12.7278231176473,10.7292051042656,14.726441131029,7.3647825195739,-2.67388516284412,17.4034502019919,1.37922072047409,1.0087722556914,1.74966918525679,20.6945870343721,17.4517130409039,23.9374610278403,11.5425651623322,9.58634561218688,13.4987847124775,74.6992384411834,62.7726622638794,86.6258146184873,17.0735879401781,14.4054020506776,19.7417738296786,118.720358857366,92.7265909098366,144.714126804896,7.6060463615829,5.71128324302101,9.5008094801448,16.7815681925653,13.7309387243996,19.8321976607309,0.99999996416321,3.58367896697894e-08,node 230,5,0.7708739315
6.64304896189891,4.97018649915105,8.31591142464677,7.06020032426332,5.46524005007034,8.6551605984563,2.70579970067255,2.15680344940579,3.25479595193931,9.24957880131973e-11,9.24957880131973e-11,0.999999999815008,2.0804693696105,1.59752952564538,2.56340921357562,12.6638383714998,10.2286545401244,15.0990222028751,23.524077396095,18.8233032761549,28.2248515160351,0.2,0.2,0.2,0.2,0.2,6.06089662983697,4.75788004036074,7.3639132193132,13.8073899619429,11.0512083796216,16.5635715442643,7.56702949047391,6.03194547290823,9.10211350803959,41.5512657765091,33.9327884712291,49.1697430817891,9.07774192204253,7.14865738719068,11.0068264568944,23.4050223337532,19.0769757269846,27.7330689405218,4.35542666583984,3.40166615057158,5.30918718110811,13.783055738556,11.0363755443631,16.5297359327488,8.17154277919661,6.62218564876449,9.72089990962874,7.95518289397352,0.173064825560945,15.7373009623861,1.10888089079373,0.821703968277381,1.39605781331007,12.6744691603724,10.160547084602,15.1883912361428,7.38617027394458,5.86968103567338,8.90265951221578,49.586503883523,40.3408522791519,58.832155487894,10.5953312123315,8.52691553432955,12.6637468903335,89.5243794377868,69.3736405538926,109.675118321681,7.79243531329519,6.3235879755008,9.26128265108957,12.9240910180272,10.5591996344999,15.2889824015544,1.25104103522717e-09,0.999999998748959,node 164,6,0.8204629263
8.1538200062078,5.7460820072643,10.5615580051513,9.24555837534443,6.94994439362369,11.5411723570652,3.66044675785903,2.87028070124178,4.45061281447629,3.90777073563869e-09,0.999999992184459,3.90777062196065e-09,2.57888186280622,1.88379028211007,3.27397344350238,14.7833315415279,11.2783902951422,18.2882727879135,31.3256697454905,24.5598819266649,38.091457564316,0.2,0.2,0.2,0.2,0.2,7.04616871460784,5.17074701940027,8.9215904098154,16.9537631317857,12.9868123061675,20.9207139574039,8.77361215970057,6.56417761085396,10.9830467085472,50.4260125637527,39.4607971258497,61.3912280016558,11.9956522423793,9.21913579756201,14.7721686871967,30.8842941188338,24.6549701257555,37.1136181119121,5.86974175464673,4.49700162469533,7.24248188459814,16.9465448333915,12.9932692821901,20.8998203845929,11.1315682686933,8.90159053893556,13.3615459984511,7.35360598363693,-3.84713633848064,18.5543483057545,1.28318155896913,0.869850036408403,1.69651308152986,15.6640393784433,12.045770786133,19.2823079707536,9.8019765362641,7.61930530937986,11.9846477631483,63.0122348227328,49.7050400063276,76.319429639138,13.0844938784217,10.1074391973361,16.0615485595072,136.094767475514,107.091964915257,165.09757003577,9.50151612023676,7.38741551208198,11.6156167283915,15.0135422850623,11.6097724149801,18.4173121551445,5.07866518078151e-08,0.999999949213348,node 284,7,2.976107195
12.0597066311646,9.8053599772824,14.3140532850468,11.5684681603257,9.41910236530645,13.7178339553451,4.15019057958837,3.41036415057988,4.89001700859686,0.999999989503527,5.24138819874049e-09,5.2550849795254e-09,3.95785551943348,3.30704659430472,4.60866444456223,16.7475011975796,13.4658515437093,20.0291508514498,34.1841695210439,27.8494141876401,40.5189248544477,0.2,0.2,0.2,0.2,0.2,9.31596905973503,7.56002608543117,11.0719120340389,21.23217321533,17.5179475297397,24.9463989009203,12.1947739187788,10.1260972669381,14.2634505706195,56.1834150947366,45.9167678339544,66.4500623555187,12.9975271168298,10.3978960275795,15.5971582060802,32.6341685831947,26.8017002224734,38.4666369439159,5.74968686727257,4.46440079380291,7.03497294074223,23.0253551009516,19.3239334700949,26.7267767318084,10.8319452951936,8.74403422035192,12.9198563700353,25.6030039136376,15.115834634446,36.0901731928292,2.22541441720844,1.83841527725315,2.61241355716374,20.8035880062455,17.4158308260618,24.1913451864291,11.3084719598092,9.264853601412,13.3520903182064,71.9551085556105,59.4956839337932,84.4145331774278,16.8469504892252,14.0595569847515,19.6343439936989,115.485264045046,88.3301620640126,142.64036602608,10.3472572254316,8.36784101234893,12.3266734385143,17.0130799558494,13.8261562870068,20.200003624692,0.99999993198356,6.80164398738094e-08,node 241,8,5.827626222
8.66031951379561,6.33955665191375,10.9810823756775,8.84390534812883,6.63121622816147,11.0565944680962,3.15547265119913,2.3938499000021,3.91709540239616,1.82291451083622e-09,1.8229145108362e-09,0.999999996354171,2.45737566947147,1.78739300242288,3.12735833652006,14.5610827803364,11.1827511340946,17.9394144265782,28.959427266138,22.438041173385,35.480813358891,0.2,0.2,0.2,0.2,0.2,7.10672740934151,5.29905189709099,8.91440292159203,16.0634151333347,12.2397631599696,19.8870671066998,9.09700605237107,6.96738329068693,11.2266288140552,47.628998132491,37.0598810724182,58.1981151925637,10.9000549182454,8.22383505820924,13.5762747782816,27.9851441697412,21.9808431269744,33.989445212508,5.83926960825552,4.51611720795116,7.16242200855988,16.3763532935548,12.5658826002985,20.1868239868111,9.91710433703209,7.76768047932151,12.0665281947427,7.73299839696021,-3.06313756886539,18.5291343627858,1.30803929415621,0.909638617826418,1.706439970486,15.0687220498532,11.5811568010462,18.5562872986601,9.06831798983308,6.96449177399325,11.1721442056729,58.4573456179696,45.6308489064124,71.2838423295267,12.6126504636416,9.74313644480459,15.4821644824786,96.4315435878561,68.4764142914501,124.386672884262,8.62800533977843,6.59027275432256,10.6657379252343,14.5216664279379,11.2408515268376,17.8024813290381,2.46071116600997e-08,0.999999975392888,node 199,9,6.782196579
