,SL_TL_ratio_snoutventtotaillength_ratio_lowerCI95,SL_TL_ratio_snoutventtotaillength_ratio_estimate,SL_TL_ratio_snoutventtotaillength_ratio_upperCI95,TOTL_mm_totallength_quant_lowerCI95,TOTL_mm_totallength_quant_estimate,TOTL_mm_totallength_quant_upperCI95,SL_male_mm_snoutventlength_quant_lowerCI95,SL_male_mm_snoutventlength_quant_estimate,SL_male_mm_snoutventlength_quant_upperCI95,SL_female_mm_snoutventlength_quant_lowerCI95,SL_female_mm_snoutventlength_quant_estimate,SL_female_mm_snoutventlength_quant_upperCI95,SE_mm_snouteyelength_quant_lowerCI95,SE_mm_snouteyelength_quant_estimate,SE_mm_snouteyelength_quant_upperCI95,BW_mm_bodywidth_quant_lowerCI95,BW_mm_bodywidth_quant_estimate,BW_mm_bodywidth_quant_upperCI95,FLL_mm_forelimblength_quant_lowerCI95,FLL_mm_forelimblength_quant_estimate,FLL_mm_forelimblength_quant_upperCI95,HLL_mm_hindlimblength_quant_lowerCI95,HLL_mm_hindlimblength_quant_estimate,HLL_mm_hindlimblength_quant_upperCI95,elevation_m_maxaltitude_quant_lowerCI95,elevation_m_maxaltitude_quant_estimate,elevation_m_maxaltitude_quant_upperCI95,cvalue_quant_lowerCI95,cvalue_quant_estimate,cvalue_quant_upperCI95,HW_lowerCI95,HW_estimate,HW_upperCI95,label,_key,length
609,0.800926029263873,1.21929051934086,1.63765500941785,106.966529691381,148.941111929023,190.915694166666,9.5665958548481,30.4585475030084,51.3504991511686,9.43943198812737,30.3162941421494,51.1931562961714,1.16696430358648,3.85015399964752,6.53334369570857,0.906234596832668,4.07043426416558,7.23463393149849,2.99812214460979,8.73119330923142,14.464264473853,2.73045664028438,9.2421782634578,15.7538998866312,1090.22228358127,1759.28937910883,2428.35647463638,10.2473376761235,24.9761453810692,39.7049530860149,-5.70128465659261,0.0323874063230418,5.76605946923869,node 609,10,13.180291
633,1.10971280666512,1.58671059894623,2.06370839122734,60.186165945379,108.04343761677,155.900709288161,34.9750783786258,58.7950130264785,82.6149476743312,34.9979808691592,58.8007112476217,82.6034416260842,0.354007218822893,3.41324286536883,6.47247851191476,-1.25482022405101,2.35283838812391,5.96049700029883,8.83684598660368,15.3734004824495,21.9099549782954,9.81069767984427,17.2350296006325,24.6593615214207,1205.96532616549,1968.80140576643,2731.63748536737,4.06144969689441,20.8544828649321,37.6475160329699,-0.24375817762912,6.29348143171568,12.8307210410605,node 633,11,3.04654
622,0.768252347225404,1.49612228812091,2.22399222901642,45.1378449539764,118.165163039229,191.192481124481,24.3231532245596,60.6709407926198,97.01872836068,24.3630917743835,60.6846266621444,97.0061615499053,1.16327586941064,5.83148546130021,10.4996950531898,-0.37983426427399,5.1252357870092,10.6303058382924,1.06826630544474,11.042655310054,21.0170443146633,1.76508867943731,13.0941726371007,24.4232565947641,91.1546365714155,1255.19661151807,2419.23858646473,-11.8427551637266,13.7824033952306,39.4075619541878,-3.09806287076327,6.87737157583769,16.8528060224386,node 622,12,2.718167
743,0.286176826702561,1.05042002346286,1.81466322022317,11.3563249179601,88.0329781063585,164.709631294757,3.90926462661439,42.0734307852037,80.237596943793,4.19743672326739,42.3340382975976,80.4706398719279,-2.64798965098549,2.25350060325344,7.15499085749238,-3.32363188878259,2.45653857574556,8.23670904027371,-4.88409616823956,5.58873491094322,16.061565990126,-5.84813777705173,6.0470853304148,17.9423084378813,-850.741551892787,371.470151206134,1593.68185430506,-20.3575521091882,6.54815177314659,33.4538556554814,-6.88515797124506,3.58877079295651,14.0626995571581,node 743,13,6.05652
766,0.268297523401968,0.896971980805163,1.52564643820836,59.7476720739896,122.822690004216,185.897707934441,21.2366961174341,52.630938884271,84.0251816511079,21.3247683233793,52.696336174527,84.0679040256747,-3.50740079934744,0.524616416001312,4.55663363135006,-4.3214042264149,0.433424532139197,5.18825329069329,-7.82117449333217,0.793886032022494,9.40894655737715,-8.91321089864796,0.871924205566677,10.6570593097813,-77.3865158027929,928.017631116346,1933.42177803548,1.15892699781183,23.291840788843,45.4247545798742,-8.58054785436397,0.0354156381829614,8.65137913072989,node 766,14,4.266237
791,-0.092231759632973,0.874878860098997,1.84198947983097,-36.629495055177,60.4008820529925,157.431259161162,-21.5373156319306,26.757481811668,75.0522792552667,-20.677895576285,27.5820202978363,75.8419361719575,-4.68043655399541,1.52214830051388,7.72473315502318,-5.55913513785725,1.7553745153566,9.06988416857045,-10.5342816775993,2.71854961782062,15.9713809132405,-12.0945837414899,2.95821180851107,18.011007358512,865.958182887584,2412.60448950612,3959.25079612465,-32.6460226835964,1.40176742598423,35.4495575355648,-10.9974262734279,2.25679408615807,15.5110144457441,node 791,15,41.417155
499,0.547973169781465,1.12097099232472,1.69396881486798,84.615308118406,142.104279565065,199.593251011725,44.914394851782,73.5283023104956,102.142209769209,44.8026621093764,73.3959027871141,101.989143464852,-0.267546725601345,3.40738718915456,7.08232110391046,-1.01216311512307,3.32156874424245,7.65530060360797,0.758161601487348,8.6102555810916,16.4623495606959,1.41888104684968,10.3374255208312,19.2559699948127,291.938048026069,1208.30164475982,2124.66524149356,-19.3583111970669,0.814468624755801,20.9872484465785,1.63323695357828,9.48615393184091,17.3390709101035,node 499,16,2.915047
687,0.389734040400807,1.07218665743911,1.75463927447741,52.8187207528788,121.289310816336,189.759900879793,19.0202589143775,53.1000324503697,87.179805986362,20.1551914782308,54.2103504376787,88.2655093971266,-0.489548479727141,3.88737612434262,8.26430072841238,-1.68940582538294,3.47216116947767,8.63372816433828,-0.436412162201421,8.91559909296715,18.2676103481357,0.0217038521818917,10.6438803718521,21.2660568915224,-107.107593167581,984.300977939801,2075.70954904718,-14.9767167701354,9.04949387275246,33.0757045156403,-5.30938268278593,4.04360878132259,13.3966002454311,node 687,17,1.838147
911,-0.585491326694667,0.163621747908325,0.912734822511317,4.43503769257596,79.5936830867641,154.752328480952,7.56835098202617,44.9769611887154,82.3855713954046,8.76758457626004,46.1491759091771,83.5307672420942,-0.181303383589324,4.62314950530062,9.42760239419056,-1.79447889242808,3.87125851520258,9.53699592283324,-1.85224894490958,8.41324602158991,18.6787409880894,-3.0654550746647,8.59427208142485,20.2539992375144,1184.61318841824,2382.62812738714,3580.64306635603,15.9786838901213,42.3517214848217,68.7247590795221,-10.2048027287502,0.0617681913238093,10.3283391113978,node 911,18,22.615597
510,0.875589687322086,1.27573224519764,1.6758748030732,118.609026563951,158.755399166553,198.901771769155,67.6553764272268,87.6373757837424,107.619375140258,65.6683611488436,85.6359282365487,105.603495324254,-2.31406454241245,0.252258397781714,2.81858133797588,-2.76184457524032,0.264537870082866,3.29092031540605,20.0921188410665,25.575485175222,31.0588515093775,21.0902736098828,27.318376157474,33.5464787050652,792.21093403241,1432.13670532695,2072.0624766215,-13.6167241760344,0.470567956310916,14.5578600886562,13.0911499616531,18.5750910218814,24.0590320821098,node 510,19,0.977682
