PCIII_padwidth_vs_tail_estimate,PCIII_padwidth_vs_tail_lowerCI95,PCIII_padwidth_vs_tail_upperCI95,PCII_head_estimate,PCII_head_lowerCI95,PCII_head_upperCI95,PCIV_lamella_num_estimate,PCIV_lamella_num_lowerCI95,PCIV_lamella_num_upperCI95,PCI_limbs_estimate,PCI_limbs_lowerCI95,PCI_limbs_upperCI95,SVL_estimate,SVL_lowerCI95,SVL_upperCI95,attitude_estimate,attitude_lowerCI95,attitude_upperCI95,awesomeness_estimate,awesomeness_lowerCI95,awesomeness_upperCI95,ecomorph_CG,ecomorph_GB,ecomorph_T,ecomorph_TC,ecomorph_TG,ecomorph_TW,ecomorph_U,hostility_estimate,hostility_lowerCI95,hostility_upperCI95,island_Cuba,island_Hispaniola,island_Jamaica,island_Puerto Rico,label,_key,length
2.0656543196021,1.36925372978473,2.76205490941946,-0.85796891501039,-1.72780639257195,0.0118685625511669,-0.557907246005812,-1.15114247067759,0.0353279786659674,0.562440150325655,-0.603890873036072,1.72877117368738,3.65432391482336,3.49887106553987,3.80977676410685,-0.454572273057427,-1.33245477052076,0.423310224405905,0.0981368729996114,-0.738438441249701,0.934712187248924,4.90349108505089e-05,5.26215860564057e-05,0.000359661212472668,0.000457008361577711,4.91015482737749e-05,0.000208035840229335,0.99882453654054,-0.0993284588084721,-0.998607352109751,0.799950434492807,0.99999774343766,7.52188648529321e-07,7.52186845521308e-07,7.52186846105773e-07,node 170,0,0.2356256274
1.45037159325745,0.429073014158622,2.47167017235628,-0.21495887755016,-1.49060940523496,1.06069165013464,1.15480400193095,0.284801447528234,2.02480655633366,0.325352742298649,-1.38511711418239,2.03582259877969,4.16141886298455,3.93344120700392,4.38939651896518,0.274030083299527,-1.01341877930148,1.56147894590053,0.156641165362814,-1.07022910477302,1.38351143549864,0.000169974560434167,0.000253667962099072,0.000150361920778703,0.996601986214202,0.00015359487294713,0.000209755508920577,0.00246065896061826,-0.191255322443127,-1.51008283260223,1.12757218771598,1.88411901465809e-05,0.999963202857482,8.9759913405747e-06,8.97996103085735e-06,node 198,1,0.2135626601
-0.503842051959003,-1.40477043423188,0.397086330313869,-0.337041002131077,-1.46234342570509,0.788261421442934,-0.510192906115406,-1.2776570052067,0.25727119297589,-1.48983598306668,-2.99870995221067,0.0190379860773164,3.99261724272711,3.79150902129178,4.19372546416243,0.469763259201081,-0.665946948156342,1.6054734665585,0.473330872703473,-0.608940531911097,1.55560227731804,0.000486722879682203,0.359103675493159,0.00232264775172829,0.0043004137476612,0.630432434927833,0.000502783234820889,0.00285132196511564,-0.180196457737051,-1.34358702690147,0.983194111427369,1.16189584118568e-06,1.05951810484603e-06,3.76705218800221e-07,0.999997401880835,node 126,2,0.03035078065
-2.54907643590621,-3.54541807631924,-1.55273479549318,1.3729835660909,0.128505442495821,2.61746168968597,0.765777623288817,-0.0829651341739321,1.61452038075157,2.47060485714225,0.801932857043006,4.1392768572415,3.64542619517329,3.42301950981621,3.86783288053036,0.288238659484231,-0.96774948929361,1.54422680826207,0.158911832286178,-1.03797805137519,1.35580171594754,3.16163458267423e-05,0.999808229428013,3.16193426598975e-05,3.16846250621499e-05,3.16221028251183e-05,3.23954614032325e-05,3.28326942097571e-05,-0.0610288014594557,-1.34762881421303,1.22557121129411,0.999963919424825,1.20268807092055e-05,1.20268470952204e-05,1.20268473702694e-05,node 182,3,0.1746995073
2.04939415749837,1.16920387922934,2.92958443576739,0.894635756382677,-0.204763788388712,1.99403530115407,-1.1641859654986,-1.9139841206377,-0.414387810359498,-2.61596078767132,-4.09010260061233,-1.14181897473031,3.90834339762582,3.71186440454451,4.10482239070713,-0.28871531736614,-1.39828307337911,0.820852438646828,-0.455418467606609,-1.51277750694231,0.601940571729091,1.27794249641365e-05,2.43867147911395e-05,0.999767556010049,2.05341329268419e-05,0.000117927149383325,1.29902951300501e-05,4.38262727554241e-05,0.562903042406252,-0.5737079124235,1.699513997236,3.38558861317883e-05,0.999916476151342,4.4225912849124e-06,4.52453712411897e-05,node 131,4,0.09835748687
-3.44564059869907,-4.26879090463509,-2.62249029276306,-2.16608342757798,-3.19423733244067,-1.13792952271529,2.81230712482074,2.1110989928623,3.51351525677919,1.65199682001775,0.273385496677754,3.03060814335774,3.90512221088249,3.7213758695994,4.08886855216559,0.498925524989983,-0.538737648948923,1.53658869892889,0.700798798390752,-0.288038999755621,1.68963659653712,5.24913839021182e-05,0.999157237105446,4.95180303609434e-05,8.36969693346705e-05,5.0008158663268e-05,6.3703042931075e-05,0.000543345309361879,-0.915078153213739,-1.97803201477908,0.147875708351599,4.79908917237444e-06,0.999985716274085,4.74230694699322e-06,4.74232979578253e-06,node 196,5,0.2331829749
-0.886585134139742,-1.87250560351648,0.0993353352369917,0.252876714409619,-0.978584870629926,1.48433829944916,-0.639026813015954,-1.47889220042552,0.200838574393615,-0.372758145587076,-2.02397677867728,1.27846048750313,3.98778853600812,3.76770809901176,4.20786897300448,0.133993610463284,-1.10885761139403,1.3768448323206,0.352709992771455,-0.83166109845634,1.53708108399925,8.87921304493771e-05,0.00208263029483502,7.92219695262102e-05,0.000102850260359136,0.00253353562866753,0.000543798686358645,0.994569171029804,-0.175495584659487,-1.44863848767844,1.09764731835946,0.0010976410934775,0.998873642941614,1.31968170456022e-05,1.55191478627397e-05,node 136,6,0.0672038969
0.382175467152505,-0.311445350724736,1.07579628502975,1.75000526665486,0.883639856532576,2.61637067677715,-1.80876273408513,-2.3996299845542,-1.21789548361605,-1.90403144149099,-3.06570690553952,-0.742355977442448,3.99583541365728,3.84100307428543,4.15066775302913,-0.143517568524424,-1.01789588582356,0.730860748774711,-0.859626841391045,-1.69286285837618,-0.0263908244059103,3.84491547896743e-06,5.55926415271434e-06,3.84495140106455e-06,3.84507295084892e-06,0.999975211529106,3.84497208137806e-06,3.84929482940518e-06,0.843451836880318,-0.0522374698087519,1.73914114356939,0.999995424012241,1.52533129104419e-06,1.52532874234132e-06,1.52532772589345e-06,node 113,7,0.1478767518
-1.55841419539742,-2.43689696885427,-0.679931421940574,-3.16385510040277,-4.26112189040561,-2.06658831039992,-2.07026011140281,-2.81860371291905,-1.32191650988657,-2.92822902669814,-4.39951111225796,-1.45694694113833,4.15905237030454,3.96295453211037,4.3551502084987,-0.244011493847734,-1.35142676950548,0.863403781810014,-0.280975985123466,-1.33628382519869,0.774331854951755,1.09586617212227e-05,1.09586422526729e-05,1.09586134443007e-05,1.09586158035927e-05,0.999934187991741,1.09586345569765e-05,1.10188404800608e-05,0.320273910893323,-0.814132101751924,1.45467992353857,4.30271243048401e-06,0.999987092117972,4.30258426806242e-06,4.30258532943494e-06,node 147,8,0.06962183477
-0.847346587657798,-1.86892498548403,0.174231810168439,-0.667454062418394,-1.94345409700997,0.608545972173182,1.07781093244592,0.207570011895842,1.94805185299601,0.340921962905224,-1.37001653370545,2.0518604595159,4.11327916325328,3.88523904520829,4.34131928129826,0.540508308433448,-0.747293293620745,1.82830991048764,0.712265502161766,-0.514940909906215,1.93947191422975,0.00735089028395092,0.0788392182062871,0.0024101479430491,0.0592043799831208,0.00322458108133392,0.0259810053069553,0.822989777195303,-0.590586704367017,-1.90977555120387,0.728602142469835,0.000177545086673334,0.999809768588189,6.30871038043625e-06,6.37761475756839e-06,node 194,9,0.03149201716
