species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Thorius_grandis,Grand minute salamander,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.04,62.42,29.6,32.7,6.4,1.2,2.4,3.6,4.0,0,0,0,0.0,19-37,2-3,4-9,7-10,3360.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.2,0,0.0
Thorius_infernalis,Atoyac Minute Salamander ,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.935,37.15,18.8,18.6,3.3,0.8,1.9,2.9,3.4,0,0,0,0.0,0,1,2-3,2-3,1140.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.7,0,0.0
Thorius_insperatus,Surprise thorius,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.92,40.4,19.5,19.5,3.5,1.0,0.0,3.6,4.2,0,0,0,0.0,0,0,Hanken & Wake 1994,7,1500.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.8,0,0.0
Thorius_lunaris,Crescent Nostriled Thorius,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.855,68.15,29.7,31.9,5.3,1.5,2.9,4.8,5.8,14,0,1,1.0,0,2,13,9.9,2640.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.9,0,0.0
Thorius_macdougalli,MacDougall's Pigmy Salamander ,VU,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.99,37.56,22.6,26.5,3.76,2.34,1.88,3.56,4.06,0,13,0,0.0,0,1,3,3,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.5,0,0.0
Thorius_magnipes,Big-Footed Thorius,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.76,58.55,26.9,24.4,4.14,1.4,2.0,4.5,5.1,14,0,0,0.0,0,1,6.7,6.7,2800.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Thorius_minutissimus,Oaxacan Pigmy Salamander ,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.92,47.0,22.0,22.0,4.6,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,6,6,2500.0,0,0,4.0,4.0,0.0,0.0,3.3,0,0.0
Thorius_minydemus,Minute Thorius ,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.1,35.21,18.2,21.3,3.3,0.9,2.2,3.8,3.9,0,0,0,0.0,1,1,5.5,9,2250.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.5,0,0.0
Thorius_munificus,McDiarmid's Thorius,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.88,60.13,25.4,27.8,4.7,1.0,2.3,4.0,4.2,14,0,0,0.0,0,1,8.2,9.1,2525.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Thorius_narismagnus,San Mart�n pigmy salamander ,CR,decreasing,Thorius_pennatulus_narismagnus,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.89,49.69,19.2,20.8,4.25,0.85,0.0,3.25,4.0,14,13,0,0.0,0,1,4.5,4.5,1200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.7,0,0.0
Thorius_narisovalis,Upper Cerro Pigmy Salamander ,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.775,71.0,31.0,31.0,0,0.0,0.0,4.8,5.3,0,13,0,0.0,0,0,4-4,4-4,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,4.5,0,0.0
Thorius_omiltemi,Omiltemi minute salamander ,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.9520000000000001,60.57,26.5,32.0,4.9,1.0,2.6,4.0,4.0,0,0,0,0.0,4-11,3,4-6,4-6,2520.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.6,0,0.0
Thorius_papaloae,Papalo minute salamander ,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.75,52.7,23.2,23.4,3.9,1.0,0.0,3.7,4.7,14,0,0,1.0,0,2,7,7,2850.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.0,0,0.0
Thorius_pennatulus,Veracruz pigmy salamander ,CR,decreasing,Oedipus_pennatulus,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.83,48.5,20.6,21.4,4.26,2.2,1.92,3.22,3.74,14,0,0,0.0,0,1,6.4,4.6,2000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Thorius_pulmonaris,unknown,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.76,63.0,27.0,27.0,4,2.4,1.9,3.9,3.6,0,13,0,1.0,0,4,12,12,2500.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Thorius_schmidti,Schmidt's pigmy salamander,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.76,55.84,25.6,29.5,4.7,0.0,0.0,4.7,5.2,14,13,0,1.0,1,1,6.5,8,2760.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.6,0,0.0
Thorius_smithi,Smith's thorius,CR,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.01,40.6,20.4,20.4,3.8,1.3,0.0,3.6,4.5,0,0,0,0.0,18,3,8,8,1550.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.9,0,0.0
Thorius_spilogaster,Spotted Thorius,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.0,53.47,24.5,27.0,4.1,0.9,2.7,4.4,4.2,14,0,0,0.0,1,1,9.2,8.8,2725.0,0,0,5.0,4.0,0.0,0.0,3.4,0,0.0
Thorius_troglodytes,Taylor's pigmy salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.85,64.5,22.8,28.9,3.2,2.5,2.86,3.06,3.31,14,13,1,1.0,0,1,5.7,6,2800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.1,0,0.0
Triturus_carnifex,Italian Crested Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.2,180.0,98.0,89.0,0,0.0,0.0,0.0,0.0,15,0,0,0.0,0,0,0,0,2140.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,26.59333333,24.0,0.0,200,2.0
Triturus_cristatus,Great Crested Newt,LC,decreasing,Turanomolge_mensbieri,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.4,180.0,80.7,80.7,11.65,7.2,6.575,17.438,19.337,16,0,0,0.0,0,0,P,P,1000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,23.46357143,24.0,0.0,600,4.3
Triturus_dobrogicus,Danube Crested Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.4,160.0,67.2,67.2,0,0.0,0.0,0.0,0.0,16.5,0,0,0.0,0,0,0,0,300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.55,0.0,0.0,250,3.5
Triturus_karelinii,Southern Crested Newt,LC,decreasing,Triturus_cristatus_ssp._karelini; Triturus_cristatus_karelini,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.4,180.0,82.0,74.0,0,0.0,0.0,0.0,0.0,14,0,0,0.0,0,0,P,P,2100.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,250,5.0
Triturus_macedonicus,Macedonian Crested Newt,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.2,0.0,77.8,77.8,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1650.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,28.695,0.0,0.0,0,4.5
Triturus_marmoratus,Marbled Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.15,160.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,0,0.0,0,0,0,0,2100.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,23.57666667,24.0,0.0,380,2.0
Triturus_pygmaeus,Southern Marbled Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.28,140.0,54.9,54.9,12.55,7.84,8.37,17.59,18.55,0,0,0,0.0,0,0,0,0,1450.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,26.96,0.0,0.0,150,0.0
Tylototriton_asperrimus,Black Knobby Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.0,144.0,72.0,72.0,16.7,0.0,0.0,21.0,22.2,14,0,0,0.0,0,0,0,0,1700.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,18.0,52,3.4
Tylototriton_hainanensis,Hainan Knobby Newt,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.1,148.0,77.0,77.7,17.3,0.0,0.0,23.1,23.2,0,0,0,0.0,0,0,0,0,950.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,20.0,90,0.0
Tylototriton_kweichowensis,Red-tailed Knobby Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.3,210.0,110.0,122.0,22,10.84,15.78,25.16,27.7,0,0,0,0.0,0,0,0,0,2300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,21.0,141,3.4
Tylototriton_notialis,Vibrantly-Spotted Newt ,unknown,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.2,142.0,60.2,78.0,21.5,4.7,0.0,26.6,28.0,0,0,0,0.0,0,0,0,0,1000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,19.4,0,0.0
Tylototriton_shanjing,Orange-warted Salamander,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.02,170.0,77.8,86.3,21.5,0.0,0.0,25.3,27.0,0,0,0,0.0,0,0,0,0,2500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,18.3,300,3.0
Tylototriton_taliangensis,Taliang Knobby Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,0.93,230.0,98.5,111.0,22.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,3000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,20.8,280,2.2
Tylototriton_verrucosus,Crocodile Newt,LC,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.0,175.0,74.8,74.8,16.8,10.3,11.675,24.0,26.175,0,0,0,0.0,0,0,0,0,3000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,24.49,24.0,15.7,400,2.0
Tylototriton_vietnamensis,Vietnam Crocodile Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,0.86,122.0,53.6,53.6,18.6,4.4,0.0,19.8,21.3,13,0,0,1.0,0,0,0,0,300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,17.0,0,0.0
Tylototriton_wenxianensis,Wenxian Knobby Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Tylototriton,unknown,1.09,141.0,73.6,73.6,16.8,0.0,0.0,22.6,22.8,0,0,0,0.0,0,0,0,0,2500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,24.0,16.9,0,0.0
Urspelerpes_brucei,Patch-nosed salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Urspelerpes,unknown,1.03,49.0,25.7,25.7,4.5,0.9,3.0,5.3,5.8,15.5,15,0,0.0,0,1,1,1,350.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,2.3,14,2.0
